背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,team,year
27,日高　剛,.239,52,122,117,28,1,8,0,3,0,33,1,1,.256,.325,.581,2.71,2.75,オリックス,2012
45,齋藤　俊雄,.207,51,107,92,19,0,6,1,1,1,34,13,2,.223,.239,.463,1.21,1.22,オリックス,2012
26,竹原　直隆,.186,34,107,97,18,4,10,0,6,1,28,0,3,.234,.340,.574,2.20,2.69,オリックス,2012
3,安達　了一,.159,50,103,88,14,0,4,2,7,0,23,6,0,.216,.216,.432,1.09,1.40,オリックス,2012
6,高橋　信二,.202,28,93,89,18,2,12,0,4,0,15,0,3,.237,.303,.540,1.83,1.89,オリックス,2012
38,小島　脩平,.218,29,91,87,19,0,2,1,3,0,19,1,2,.244,.218,.463,1.18,1.28,オリックス,2012
44,鈴木　郁洋,.197,41,77,66,13,0,1,0,8,0,16,3,3,.284,.212,.496,1.34,1.45,オリックス,2012
7,赤田　将吾,.139,26,76,72,10,1,5,1,4,0,22,0,0,.184,.250,.434,1.10,1.32,オリックス,2012
58,梶本　勇介,.213,42,67,61,13,0,5,0,3,0,17,2,0,.246,.328,.574,2.19,2.35,オリックス,2012
63,中村　一生,.204,62,60,54,11,1,6,0,2,1,24,2,0,.241,.333,.575,2.32,2.53,オリックス,2012
33,縞田　拓弥,.182,28,51,44,8,0,2,0,2,0,11,5,0,.217,.227,.445,1.28,1.31,オリックス,2012
2,山崎　浩司,.189,35,44,37,7,0,1,1,4,0,7,3,0,.268,.270,.539,2.18,2.26,オリックス,2012
24,宮崎　祐樹,.229,11,37,35,8,2,6,1,2,0,13,0,0,.270,.457,.727,4.07,4.18,オリックス,2012
66,由田　慎太郎,.152,20,36,33,5,0,1,0,1,0,3,1,0,.171,.182,.353,0.42,0.84,オリックス,2012
8,駿太,.138,32,31,29,4,0,0,0,0,0,9,2,2,.138,.138,.276,-1.04,-0.91,オリックス,2012
68,深江　真登,.375,8,29,24,9,0,2,3,2,1,5,2,0,.444,.542,.986,8.84,8.27,オリックス,2012
0,森山　周,.154,18,27,26,4,0,0,1,1,0,2,0,1,.185,.154,.339,0.00,0.18,オリックス,2012
67,横山　徹也,.240,15,27,25,6,0,1,0,1,0,5,1,0,.269,.240,.509,2.15,2.20,オリックス,2012
30,三ツ俣　大樹,.238,9,23,21,5,0,0,0,1,0,6,1,0,.273,.333,.606,3.10,2.91,オリックス,2012
31,荒金　久雄,.250,3,8,8,2,0,1,0,0,0,2,0,0,.250,.250,.500,1.97,1.98,オリックス,2012
37,辻　俊哉,.167,5,6,6,1,0,0,0,0,0,1,0,0,.167,.167,.333,-1.54,-1.26,オリックス,2012
32,丹羽　将弥,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2012
49,庄司　龍二,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2012
56,柴田　亮輔,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2012
62,堤　裕貴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2012
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,オリックス,2012
6,中田　翔,.239,144,606,547,131,24,77,5,50,5,101,0,8,.307,.420,.727,4.44,4.54,日ハム,2012
24,陽　岱鋼,.287,144,599,533,153,7,55,17,37,6,123,18,10,.337,.398,.735,4.70,4.59,日ハム,2012
7,糸井　嘉男,.304,134,597,510,155,9,48,22,75,11,86,0,9,.404,.410,.813,6.47,6.26,日ハム,2012
5,小谷野　栄一,.228,134,550,478,109,3,39,6,27,4,72,40,8,.275,.293,.567,2.48,2.47,日ハム,2012
3,田中　賢介,.300,114,505,457,137,3,32,13,35,2,36,8,2,.350,.363,.713,4.81,4.70,日ハム,2012
41,稲葉　篤紀,.290,127,497,449,130,10,61,0,32,5,70,8,3,.342,.421,.762,5.38,5.22,日ハム,2012
22,鶴岡　慎也,.266,116,328,289,77,0,25,3,14,1,41,23,11,.302,.308,.610,2.68,2.61,日ハム,2012
9,ホフパワー,.247,109,325,296,73,14,37,1,25,3,81,0,3,.311,.432,.743,4.74,4.77,日ハム,2012
8,金子　誠,.227,103,311,277,63,0,22,1,15,0,53,17,2,.265,.292,.558,2.30,2.31,日ハム,2012
28,大野　奨太,.171,70,159,140,24,2,11,0,8,2,30,9,2,.227,.243,.470,1.20,1.35,日ハム,2012
26,西川　遥輝,.239,71,155,134,32,2,13,7,14,0,34,7,0,.311,.343,.654,4.18,4.11,日ハム,2012
10,スレッジ,.232,47,152,138,32,5,23,0,12,2,47,0,2,.303,.406,.708,4.22,4.22,日ハム,2012
61,杉谷　拳士,.235,58,133,115,27,2,12,4,7,1,18,8,1,.280,.330,.610,3.01,3.21,日ハム,2012
23,二岡　智宏,.353,65,94,85,30,2,14,0,7,1,13,0,3,.404,.435,.840,6.57,6.38,日ハム,2012
56,中島　卓也,.114,105,82,70,8,0,0,2,1,0,17,11,0,.127,.114,.241,-0.39,-0.21,日ハム,2012
4,飯山　裕志,.176,85,74,68,12,0,2,1,1,1,17,4,1,.200,.191,.391,0.64,0.75,日ハム,2012
44,鵜久森　淳志,.219,20,37,32,7,4,6,0,4,0,9,1,0,.306,.594,.899,6.28,6.58,日ハム,2012
39,加藤　政義,.143,20,36,28,4,1,2,0,4,0,8,3,0,.242,.250,.492,1.89,2.48,日ハム,2012
40,岩舘　学,.129,24,33,31,4,2,3,0,0,1,4,1,0,.156,.323,.479,1.34,1.74,日ハム,2012
54,近藤　健介,.192,20,30,26,5,0,2,0,2,0,5,1,1,.241,.192,.434,0.96,1.45,日ハム,2012
45,今浪　隆博,.167,13,18,18,3,0,0,0,0,0,0,0,1,.167,.167,.333,-0.50,-0.37,日ハム,2012
51,村田　和哉,.111,15,10,9,1,0,0,0,1,0,3,0,0,.200,.111,.311,-1.03,-0.66,日ハム,2012
64,谷口　雄也,.400,4,6,5,2,0,1,0,0,0,2,1,0,.400,.600,1.000,7.56,6.55,日ハム,2012
27,中嶋　聡,.000,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,日ハム,2012
12,松本　剛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2012
49,石川　慎吾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2012
50,市川　卓,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2012
52,佐藤　賢治,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2012
53,尾崎　匡哉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2012
57,関口　雄大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2012
60,荒張　裕司,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2012
62,今成　亮太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2012
66,大嶋　匠,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2012
67,紺田　敏正,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2012
68,浅沼　寿紀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2012
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,日ハム,2012
32,根元　俊一,.279,133,584,512,143,9,41,6,31,1,98,40,7,.322,.396,.718,4.16,4.01,ロッテ,2012
6,井口　資仁,.255,140,578,505,129,11,60,3,53,16,99,0,11,.343,.384,.727,4.73,4.70,ロッテ,2012
3,サブロー,.239,137,560,476,114,7,52,0,78,2,105,0,12,.346,.342,.689,4.29,4.32,ロッテ,2012
61,角中　勝也,.312,128,525,477,149,3,61,8,38,5,68,1,9,.366,.415,.782,5.67,5.43,ロッテ,2012
8,今江　敏晃,.253,136,501,446,113,6,47,0,19,5,37,23,15,.287,.354,.641,2.98,3.08,ロッテ,2012
66,岡田　幸文,.262,131,482,431,113,0,18,23,18,6,47,25,4,.300,.288,.587,2.82,2.85,ロッテ,2012
22,里崎　智也,.244,120,439,385,94,9,41,0,33,4,80,14,11,.308,.345,.654,3.38,3.46,ロッテ,2012
1,清田　育宏,.281,87,292,253,71,3,29,5,34,0,46,3,5,.363,.391,.755,5.00,4.90,ロッテ,2012
10,大松　尚逸,.198,89,275,258,51,5,22,0,9,2,46,3,7,.228,.291,.519,1.70,1.91,ロッテ,2012
64,ホワイトセル,.309,63,257,223,69,9,43,0,29,4,75,0,2,.397,.489,.886,7.37,7.16,ロッテ,2012
9,福浦　和也,.250,84,199,180,45,0,25,0,15,1,27,1,3,.308,.267,.575,2.92,3.03,ロッテ,2012
4,荻野　貴司,.224,61,187,165,37,1,8,13,11,5,17,6,0,.293,.273,.566,3.11,3.14,ロッテ,2012
35,鈴木　大地,.274,62,160,135,37,0,11,0,13,1,23,10,1,.340,.326,.666,4.07,4.00,ロッテ,2012
39,田中　雅彦,.205,50,95,83,17,0,8,1,7,1,17,4,2,.275,.229,.504,1.88,1.91,ロッテ,2012
5,伊志嶺　翔大,.200,24,64,60,12,0,1,1,3,0,14,1,1,.238,.233,.471,1.28,1.36,ロッテ,2012
65,南　竜介,.227,11,29,22,5,0,2,1,6,0,7,1,0,.393,.273,.666,5.10,5.09,ロッテ,2012
59,細谷　圭,.130,19,28,23,3,1,3,0,3,0,10,1,1,.222,.304,.527,1.06,1.71,ロッテ,2012
23,塀内　久雄,.118,61,20,17,2,0,2,0,0,1,4,2,0,.167,.235,.402,0.17,0.39,ロッテ,2012
58,青野　毅,.125,15,20,16,2,0,0,0,1,1,3,2,0,.222,.125,.347,0.58,0.81,ロッテ,2012
62,金澤　岳,.250,13,17,16,4,0,0,0,1,0,6,0,0,.294,.313,.607,3.35,3.22,ロッテ,2012
68,早坂　圭介,.000,68,13,11,0,0,0,2,1,0,5,1,0,.083,.000,.083,-1.64,-1.45,ロッテ,2012
25,工藤　隆人,.167,24,6,6,1,0,0,1,0,0,1,0,0,.167,.167,.333,1.04,1.19,ロッテ,2012
00,高濱　卓也,.000,2,3,3,0,0,0,0,0,0,2,0,0,.000,.000,.000,-2.84,-2.61,ロッテ,2012
40,渡辺　正人,.000,2,3,3,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.77,-2.52,ロッテ,2012
24,小池　翔大,.000,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,-2.70,-2.43,ロッテ,2012
2,今岡　誠,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2012
50,翔太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2012
53,江村　直也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2012
55,神戸　拓光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2012
63,青松　敬鎔,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2012
67,的場　直樹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2012
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,ロッテ,2012
2,東出　輝裕,.278,137,601,543,151,0,27,8,35,3,71,18,7,.324,.320,.645,3.66,3.58,広島,2011
5,栗原　健太,.293,144,596,536,157,17,87,0,40,12,84,0,11,.351,.442,.793,5.60,5.54,広島,2011
63,丸　佳浩,.241,131,495,435,105,9,50,9,44,6,105,9,2,.319,.359,.678,4.07,4.09,広島,2011
66,木村　昇吾,.259,106,349,293,76,0,17,3,14,4,53,37,6,.301,.287,.588,2.61,2.56,広島,2011
31,石原　慶幸,.201,110,342,299,60,4,27,2,22,4,49,14,7,.262,.274,.536,2.03,2.18,広島,2011
26,廣瀬　純,.271,73,276,218,59,2,27,2,29,14,36,9,11,.382,.317,.699,4.31,4.51,広島,2011
35,バーデン,.281,64,242,210,59,3,20,0,25,5,48,0,2,.368,.371,.739,5.30,5.27,広島,2011
6,梵　英心,.214,52,232,192,41,2,11,8,23,2,34,14,2,.303,.302,.605,3.05,3.14,広島,2011
38,赤松　真人,.260,80,217,192,50,1,18,19,4,4,29,15,1,.287,.323,.610,3.42,3.41,広島,2011
37,松山　竜平,.270,68,204,196,53,3,19,0,8,0,20,0,5,.299,.357,.656,3.47,3.39,広島,2011
10,岩本　貴裕,.223,60,193,179,40,3,15,0,8,0,43,3,4,.253,.324,.577,2.36,2.56,広島,2011
49,天谷　宗一郎,.210,100,187,167,35,1,12,8,14,3,33,3,2,.283,.299,.582,2.92,2.94,広島,2011
43,トレーシー,.235,40,164,149,35,1,19,0,11,2,34,0,7,.293,.336,.628,2.85,2.88,広島,2011
4,小窪　哲也,.261,65,158,142,37,2,12,1,3,4,17,9,0,.295,.352,.647,3.61,3.51,広島,2011
55,嶋　重宣,.256,54,141,125,32,2,8,1,14,1,19,0,1,.333,.392,.725,4.96,4.88,広島,2011
40,倉　義和,.185,55,135,108,20,0,8,0,13,4,25,9,3,.294,.194,.488,1.78,2.00,広島,2011
25,石井　琢朗,.250,61,106,92,23,1,4,0,12,0,13,2,1,.337,.348,.684,4.33,4.26,広島,2011
0,井生　崇光,.256,42,95,82,21,1,7,0,5,3,11,5,2,.322,.366,.688,3.88,3.72,広島,2011
45,松本　高明,.212,38,63,52,11,0,5,1,4,3,12,2,1,.295,.269,.564,2.80,3.11,広島,2011
1,前田　智徳,.250,52,51,44,11,0,13,0,5,1,8,0,2,.333,.318,.652,3.48,3.60,広島,2011
00,中東　直己,.206,64,34,34,7,0,1,3,0,0,4,0,0,.206,.235,.441,0.27,0.45,広島,2011
64,會澤　翼,.179,19,29,28,5,0,1,0,0,1,9,0,3,.207,.214,.421,-0.24,-0.20,広島,2011
59,山本　芳彦,.333,17,27,27,9,0,2,0,0,0,4,0,1,.333,.370,.704,4.16,3.84,広島,2011
60,安部　友裕,.150,8,20,20,3,0,0,0,0,0,6,0,0,.150,.150,.300,-0.32,-0.13,広島,2011
44,迎　祐一郎,.200,13,17,15,3,0,2,0,1,0,2,1,2,.250,.267,.517,0.52,0.47,広島,2011
32,白濱　裕太,.077,7,14,13,1,0,1,0,0,0,4,1,0,.077,.077,.154,-1.41,-1.18,広島,2011
13,堂林　翔太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2011
27,上村　和裕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2011
50,鈴木　将光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2011
51,末永　真史,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2011
52,庄司　隼人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2011
61,磯村　嘉孝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2011
68,申　成鉉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2011
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,広島,2011
5,平野　恵一,.295,142,615,542,160,1,29,6,33,5,67,34,6,.341,.343,.684,4.09,3.94,阪神,2011
9,マートン,.311,142,606,579,180,13,60,6,24,1,76,1,13,.339,.423,.762,5.08,4.87,阪神,2011
25,新井　貴浩,.269,144,602,550,148,17,93,5,41,4,106,0,20,.321,.418,.739,4.45,4.49,阪神,2011
1,鳥谷　敬,.300,144,590,500,150,5,51,16,78,4,72,3,10,.395,.414,.809,6.41,6.23,阪神,2011
67,ブラゼル,.282,120,456,422,119,16,69,0,21,7,71,0,15,.322,.445,.768,4.71,4.74,阪神,2011
6,金本　知憲,.218,122,372,348,76,12,31,1,24,0,53,0,5,.269,.359,.628,3.16,3.22,阪神,2011
50,藤井　彰人,.223,99,298,265,59,2,15,1,16,1,48,16,10,.270,.287,.556,2.03,2.01,阪神,2011
3,関本　賢太郎,.263,100,255,224,59,2,16,0,28,3,55,0,9,.353,.321,.674,3.91,3.84,阪神,2011
00,柴田　講平,.271,104,218,188,51,0,9,7,12,0,31,17,2,.313,.330,.643,3.58,3.51,阪神,2011
7,俊介,.242,108,205,190,46,1,9,5,9,0,28,6,2,.276,.311,.587,2.75,2.73,阪神,2011
2,城島　健司,.189,38,144,132,25,5,13,0,8,2,16,0,5,.243,.326,.569,2.13,2.44,阪神,2011
4,上本　博紀,.250,67,131,108,27,3,13,8,14,0,27,7,0,.331,.398,.729,4.71,4.82,阪神,2011
31,林　威助,.167,63,92,90,15,1,5,1,1,0,14,0,2,.174,.233,.407,0.59,0.83,阪神,2011
8,浅井　良,.138,63,75,65,9,0,5,0,6,1,15,2,0,.219,.200,.419,0.95,1.23,阪神,2011
24,桧山　進次郎,.274,69,69,62,17,1,8,0,5,1,17,0,1,.333,.355,.688,4.34,4.34,阪神,2011
0,大和,.235,47,62,51,12,0,6,5,3,0,6,5,0,.263,.294,.557,2.92,3.44,阪神,2011
39,小宮山　慎二,.208,38,56,53,11,0,1,0,0,1,15,1,2,.218,.245,.463,1.00,1.20,阪神,2011
69,森田　一成,.250,20,34,32,8,1,5,0,1,0,8,0,0,.265,.500,.765,4.86,5.00,阪神,2011
32,新井　良太,.192,43,27,26,5,0,3,0,1,0,8,0,1,.222,.192,.415,0.50,0.64,阪神,2011
61,田上　健一,.250,6,17,16,4,0,0,1,1,0,5,0,0,.294,.250,.544,3.12,3.15,阪神,2011
99,狩野　恵輔,.167,10,14,12,2,0,3,0,0,1,3,1,0,.231,.250,.481,0.70,0.81,阪神,2011
45,清水　誉,.091,11,11,11,1,0,0,0,0,0,4,0,0,.091,.091,.182,-1.41,-1.16,阪神,2011
35,坂　克彦,.000,3,5,5,0,0,0,0,0,0,4,0,0,.000,.000,.000,-2.87,-2.59,阪神,2011
57,岡崎　太一,.000,7,4,4,0,0,0,0,0,0,2,0,0,.000,.000,.000,-2.81,-2.57,阪神,2011
94,野原　祐也,.000,4,4,4,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.75,-2.50,阪神,2011
66,黒瀬　春樹,.000,2,2,2,0,0,0,0,0,0,0,0,0,.000,.000,.000,-2.70,-2.43,阪神,2011
37,野原　将志,.000,2,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,-2.70,-2.43,阪神,2011
58,荒木　郁也,.000,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,阪神,2011
33,葛城　育郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2011
38,橋本　良平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2011
44,甲斐　雄平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2011
51,桜井　広大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2011
52,原口　文仁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2011
60,中谷　将大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2011
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,阪神,2011
25,村田　修一,.253,144,592,530,134,20,70,0,44,12,103,0,19,.321,.423,.744,4.43,4.48,横浜,2011
7,石川　雄洋,.260,125,530,466,121,0,22,12,30,2,95,32,8,.307,.288,.595,2.86,2.81,横浜,2011
2,渡辺　直人,.266,126,469,403,107,1,24,7,36,11,73,19,13,.342,.323,.665,3.62,3.52,横浜,2011
3,スレッジ,.260,95,373,339,88,20,57,0,26,4,90,0,5,.316,.481,.797,5.29,5.41,横浜,2011
1,金城　龍彦,.272,108,354,324,88,3,29,1,16,3,35,6,8,.307,.346,.653,3.60,3.65,横浜,2011
42,ハーパー,.278,103,350,320,89,9,39,0,27,0,87,0,15,.331,.416,.747,4.36,4.32,横浜,2011
50,下園　辰哉,.265,85,350,298,79,4,25,2,45,2,54,5,5,.365,.346,.711,4.73,4.66,横浜,2011
31,吉村　裕基,.200,81,245,220,44,5,11,0,15,7,59,2,3,.272,.314,.585,2.68,2.83,横浜,2011
23,藤田　一也,.303,96,208,188,57,1,15,0,10,7,20,3,3,.361,.372,.733,5.09,4.84,横浜,2011
39,内藤　雄太,.223,99,198,184,41,1,20,0,11,0,58,0,2,.263,.283,.545,2.37,2.53,横浜,2011
8,筒香　嘉智,.241,40,160,145,35,8,22,1,13,1,51,0,4,.306,.476,.782,4.82,4.87,横浜,2011
36,細山田　武史,.208,84,157,130,27,1,11,0,8,5,54,13,1,.278,.254,.532,2.22,2.35,横浜,2011
5,森本　稀哲,.187,48,153,134,25,1,9,0,8,1,42,9,4,.236,.246,.482,1.24,1.41,横浜,2011
99,中村　紀洋,.209,62,126,115,24,1,14,0,9,0,27,0,1,.262,.278,.540,2.25,2.51,横浜,2011
6,松本　啓二朗,.212,47,116,104,22,0,11,2,4,0,15,6,2,.236,.269,.506,1.59,1.79,横浜,2011
59,黒羽根　利規,.175,45,114,97,17,1,5,0,11,0,27,6,3,.259,.237,.496,1.56,1.63,横浜,2011
61,武山　真吾,.125,46,102,88,11,1,5,0,4,3,26,6,4,.188,.193,.381,0.18,0.45,横浜,2011
4,荒波　翔,.256,28,92,86,22,0,1,6,1,0,23,5,0,.264,.291,.555,2.79,2.75,横浜,2011
29,新沼　慎二,.242,45,70,62,15,1,6,0,5,1,18,2,1,.309,.323,.631,3.38,3.33,横浜,2011
9,一輝,.207,49,59,58,12,0,6,0,0,0,21,1,2,.207,.293,.500,1.24,1.21,横浜,2011
00,稲田　直人,.238,61,42,42,10,0,2,0,0,0,11,0,0,.238,.262,.500,1.91,1.90,横浜,2011
0,山崎　憲晴,.105,21,41,38,4,0,1,0,2,0,14,1,1,.150,.105,.255,-1.08,-0.83,横浜,2011
43,北　篤,.238,12,25,21,5,0,1,0,2,0,9,1,1,.292,.286,.577,2.34,2.74,横浜,2011
26,井手　正太郎,.217,13,24,23,5,0,1,0,0,0,6,1,0,.217,.217,.435,1.16,1.24,横浜,2011
37,早川　大輔,.000,1,1,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.92,-2.70,横浜,2011
40,桑原　義行,.000,1,1,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.92,-2.70,横浜,2011
33,橋本　将,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2011
51,大原　淳也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2011
55,喜田　剛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2011
57,鶴岡　賢二郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2011
62,高森　勇気,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2011
63,梶谷　隆幸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2011
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,横浜,2011
6,坂本　勇人,.262,144,624,568,149,16,59,8,37,6,91,10,3,.313,.401,.714,4.63,4.55,巨人,2011
7,長野　久義,.316,140,578,519,164,17,69,19,48,6,85,3,11,.379,.468,.847,6.46,6.23,巨人,2011
5,ラミレス,.279,137,515,477,133,23,73,2,30,3,72,0,9,.322,.453,.775,5.15,5.22,巨人,2011
10,阿部　慎之助,.292,114,437,390,114,20,61,1,35,9,66,2,12,.363,.500,.863,6.23,6.08,巨人,2011
54,藤村　大介,.222,119,407,352,78,0,15,28,20,2,74,30,3,.265,.241,.507,2.16,2.27,巨人,2011
2,小笠原　道大,.242,83,314,281,68,5,20,1,27,4,66,0,4,.315,.338,.653,3.65,3.72,巨人,2011
9,亀井　義行,.246,111,308,284,70,3,24,7,14,1,43,8,5,.283,.338,.621,3.23,3.16,巨人,2011
24,高橋　由伸,.246,95,301,256,63,15,37,0,40,4,64,1,9,.357,.473,.829,5.54,5.54,巨人,2011
23,脇谷　亮太,.175,53,167,154,27,0,10,7,6,2,24,4,0,.215,.221,.436,1.32,1.49,巨人,2011
51,古城　茂幸,.246,74,157,134,33,1,12,1,11,6,29,5,1,.329,.306,.635,3.80,3.80,巨人,2011
8,谷　佳知,.274,83,142,135,37,0,7,2,4,0,30,1,3,.291,.319,.609,3.02,3.07,巨人,2011
00,寺内　崇幸,.178,73,128,107,19,0,8,6,4,1,26,16,1,.214,.215,.429,1.32,1.36,巨人,2011
48,矢野　謙次,.252,53,116,107,27,1,11,2,4,1,20,3,3,.283,.346,.629,3.01,2.96,巨人,2011
25,フィールズ,.202,40,116,109,22,2,9,0,4,2,32,0,2,.241,.312,.553,2.19,2.36,巨人,2011
0,大村　三郎,.243,48,111,103,25,1,9,0,7,0,26,1,2,.291,.320,.611,2.74,2.72,巨人,2011
33,ライアル,.198,33,101,96,19,0,4,0,4,1,31,0,2,.238,.240,.477,1.24,1.30,巨人,2011
12,鈴木　尚広,.190,90,68,58,11,0,0,18,4,1,13,5,3,.254,.224,.478,1.67,1.82,巨人,2011
43,鶴岡　一成,.218,34,63,55,12,0,1,0,4,1,9,3,0,.283,.236,.520,2.35,2.35,巨人,2011
31,高橋　信二,.182,27,49,44,8,0,3,0,4,0,8,1,0,.250,.227,.477,1.47,1.58,巨人,2011
66,田中　大二郎,.154,25,47,39,6,0,1,0,2,4,6,2,0,.267,.231,.497,2.06,2.06,巨人,2011
44,紺田　敏正,.289,21,40,38,11,0,1,1,2,0,6,0,0,.325,.316,.641,3.28,3.22,巨人,2011
40,加藤　健,.152,21,39,33,5,1,5,0,5,0,10,1,3,.263,.273,.536,1.22,1.20,巨人,2011
65,橋本　到,.192,33,30,26,5,0,0,3,2,0,10,2,0,.250,.192,.442,1.09,1.29,巨人,2011
55,大田　泰示,.154,12,28,26,4,0,3,0,0,0,9,1,0,.148,.192,.340,0.19,0.65,巨人,2011
53,實松　一成,.273,20,24,22,6,2,3,0,0,0,10,2,0,.273,.545,.818,5.04,5.16,巨人,2011
52,円谷　英俊,.118,13,20,17,2,0,1,0,1,1,5,1,0,.211,.176,.387,0.78,0.78,巨人,2011
32,松本　哲也,.053,20,19,19,1,0,0,0,0,0,4,0,1,.053,.053,.105,-2.37,-2.16,巨人,2011
50,加治前　竜一,.222,6,9,9,2,0,0,0,0,0,3,0,0,.222,.222,.444,1.25,1.35,巨人,2011
61,中井　大介,.000,2,2,2,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.81,-2.57,巨人,2011
69,隠善　智也,.000,3,1,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.92,-2.70,巨人,2011
0,工藤　隆人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2011
27,市川　友也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2011
56,仲澤　広基,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2011
58,星　孝典,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2011
64,鬼屋敷　正人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2011
